episode,total_reward,epsilon,loss
111,-200.0,0.7861544476842928,2276.42041015625
112,90.0,0.7822236754458713,2411.897705078125
113,-200.0,0.778312557068642,1961.32861328125
114,90.0,0.7744209942832988,2217.93701171875
115,90.0,0.7705488893118823,2009.48876953125
116,90.0,0.7666961448653229,1478.86328125
117,-200.0,0.7628626641409962,2021.7923583984375
118,90.0,0.7590483508202912,2102.55126953125
119,90.0,0.7552531090661897,1497.1988525390625
120,90.0,0.7514768435208588,1782.2313232421875
121,90.0,0.7477194593032545,1497.2515869140625
122,-200.0,0.7439808620067382,2100.662109375
123,-200.0,0.7402609576967045,1618.7880859375
124,-200.0,0.736559652908221,1989.648681640625
125,90.0,0.7328768546436799,1776.088134765625
126,90.0,0.7292124703704616,1755.3250732421875
127,-200.0,0.7255664080186093,2063.628173828125
128,90.0,0.7219385759785162,2097.994873046875
129,90.0,0.7183288830986236,2150.674072265625
130,90.0,0.7147372386831305,1936.281494140625
131,-200.0,0.7111635524897149,2348.102783203125
132,-200.0,0.7076077347272662,1844.991943359375
133,90.0,0.7040696960536299,1970.7562255859375
134,90.0,0.7005493475733617,1971.57568359375
135,90.0,0.697046600835495,1931.169921875
136,-200.0,0.6935613678313175,2048.045166015625
137,90.0,0.6900935609921609,2648.39013671875
138,-200.0,0.6866430931872001,2461.621826171875
139,90.0,0.6832098777212641,2115.19287109375
140,-200.0,0.6797938283326578,2321.113037109375
141,-200.0,0.6763948591909945,2831.80517578125
142,-200.0,0.6730128848950395,1820.646484375
143,90.0,0.6696478204705644,2280.37744140625
144,90.0,0.6662995813682115,2139.027587890625
145,-200.0,0.6629680834613705,1846.9005126953125
146,90.0,0.6596532430440636,2346.245849609375
147,90.0,0.6563549768288433,1566.6297607421875
148,-200.0,0.653073201944699,1651.22998046875
149,90.0,0.6498078359349755,1497.12353515625
150,-200.0,0.6465587967553006,2187.38134765625
151,90.0,0.6433260027715241,2259.6416015625
152,-200.0,0.6401093727576664,1938.1763916015625
153,90.0,0.6369088258938781,1973.593017578125
154,90.0,0.6337242817644086,1721.4598388671875
155,90.0,0.6305556603555866,2080.39990234375
156,-200.0,0.6274028820538087,1533.1109619140625
157,90.0,0.6242658676435396,1940.461181640625
158,90.0,0.6211445383053219,1676.1829833984375
159,90.0,0.6180388156137953,2288.537353515625
160,90.0,0.6149486215357263,1899.171142578125
161,90.0,0.6118738784280476,2059.15576171875
162,90.0,0.6088145090359074,1685.959228515625
163,90.0,0.6057704364907278,2000.44775390625
164,-200.0,0.6027415843082742,1523.6163330078125
165,90.0,0.5997278763867329,1724.120361328125
166,90.0,0.5967292370047992,1781.3499755859375
167,90.0,0.5937455908197752,1773.80908203125
168,90.0,0.5907768628656763,1444.23779296875
169,-200.0,0.5878229785513479,2591.926513671875
170,90.0,0.5848838636585911,1848.666748046875
171,-200.0,0.5819594443402982,1830.017822265625
172,90.0,0.5790496471185967,1877.76220703125
173,90.0,0.5761543988830038,1824.4093017578125
174,-200.0,0.5732736268885887,2431.693359375
175,90.0,0.5704072587541458,1972.578125
176,90.0,0.567555222460375,1917.29150390625
177,90.0,0.5647174463480732,1615.2669677734375
178,90.0,0.5618938591163328,1802.271484375
179,90.0,0.5590843898207511,1741.783935546875
180,90.0,0.5562889678716474,1603.797607421875
181,90.0,0.5535075230322891,1580.489501953125
182,90.0,0.5507399854171277,1656.8016357421875
183,-200.0,0.547986285490042,1503.893798828125
184,-200.0,0.5452463540625918,1499.136474609375
185,-200.0,0.5425201222922789,1556.6241455078125
186,90.0,0.5398075216808175,1215.8443603515625
187,90.0,0.5371084840724134,1339.4837646484375
188,90.0,0.5344229416520513,1497.5721435546875
189,90.0,0.531750826943791,1438.6614990234375
190,90.0,0.5290920728090721,1388.0269775390625
191,90.0,0.5264466124450268,2016.82763671875
192,90.0,0.5238143793828016,1688.5572509765625
193,90.0,0.5211953074858876,1935.8094482421875
194,90.0,0.5185893309484582,1291.27978515625
195,-200.0,0.5159963842937159,1548.1678466796875
196,90.0,0.5134164023722473,1740.97216796875
197,90.0,0.510849320360386,1743.531005859375
198,90.0,0.5082950737585841,1335.1527099609375
199,90.0,0.5057535983897912,1581.4932861328125
200,90.0,0.5032248303978422,1505.753173828125
201,90.0,0.500708706245853,1389.473388671875
202,90.0,0.4982051627146237,1572.13916015625
203,90.0,0.49571413690105054,1783.97705078125
204,90.0,0.4932355662165453,1868.1546630859375
205,90.0,0.4907693883854626,1174.6357421875
206,90.0,0.4883155414435353,1256.8720703125
207,90.0,0.4858739637363176,1478.547607421875
208,90.0,0.483444593917636,1914.5968017578125
209,90.0,0.4810273709480478,1423.543701171875
210,90.0,0.47862223409330756,1202.9039306640625
211,90.0,0.47622912292284103,1630.306884765625
212,90.0,0.4738479773082268,1478.907470703125
213,-200.0,0.47147873742168567,1897.56201171875
214,90.0,0.46912134373457726,1566.6519775390625
215,90.0,0.46677573701590436,1154.997314453125
216,90.0,0.46444185833082485,1248.8958740234375
217,-200.0,0.46211964903917074,1641.0943603515625
218,90.0,0.4598090507939749,1399.6981201171875
219,90.0,0.457510005540005,1282.5751953125
220,90.0,0.45522245551230495,1437.223388671875
221,90.0,0.4529463432347434,1048.822509765625
222,90.0,0.4506816115185697,890.1008911132812
223,90.0,0.4484282034609769,1631.8668212890625
224,90.0,0.446186062443672,1220.2647705078125
225,90.0,0.4439551321314536,1929.53466796875
226,90.0,0.4417353564707963,1148.489501953125
227,90.0,0.43952667968844233,1482.437255859375
228,90.0,0.43732904629000013,1477.2115478515625
229,-200.0,0.4351424010585501,1750.3087158203125
230,90.0,0.43296668905325736,1083.0743408203125
231,90.0,0.43080185560799106,1173.3099365234375
232,-200.0,0.4286478463299511,943.4368286132812
233,90.0,0.42650460709830135,1096.36181640625
234,-200.0,0.42437208406280985,1524.3951416015625
235,-200.0,0.4222502236424958,1715.936279296875
236,90.0,0.42013897252428334,1474.7945556640625
237,-200.0,0.4180382776616619,1251.3974609375
238,-200.0,0.4159480862733536,1075.2471923828125
239,90.0,0.41386834584198684,1220.0029296875
240,90.0,0.4117990041127769,1657.383544921875
241,-200.0,0.40974000909221303,1210.947265625
242,-200.0,0.40769130904675194,1183.038330078125
243,90.0,0.40565285250151817,1409.16748046875
244,90.0,0.4036245882390106,1884.080078125
245,-200.0,0.4016064652978155,1746.004638671875
246,-200.0,0.3995984329713264,1540.459228515625
247,90.0,0.3976004408064698,1332.47119140625
248,-200.0,0.39561243860243744,1477.0828857421875
249,90.0,0.3936343764094253,1179.806640625
250,90.0,0.39166620452737816,1067.6409912109375
251,90.0,0.3897078735047413,1116.4183349609375
252,90.0,0.3877593341372176,1301.0008544921875
253,-200.0,0.3858205374665315,1502.1156005859375
254,-200.0,0.38389143477919885,1449.87646484375
255,90.0,0.3819719776053028,1561.4085693359375
256,90.0,0.3800621177172763,1348.7176513671875
257,90.0,0.37816180712868996,1489.097900390625
258,90.0,0.37627099809304654,1212.91552734375
259,90.0,0.3743896431025813,1043.0687255859375
260,-200.0,0.37251769488706843,1490.068359375
261,90.0,0.3706551064126331,1128.1934814453125
262,90.0,0.36880183088056995,1643.7601318359375
263,90.0,0.3669578217261671,1333.183837890625
264,90.0,0.36512303261753626,1316.7742919921875
265,90.0,0.3632974174544486,1096.9385986328125
266,90.0,0.3614809303671764,997.0660400390625
267,90.0,0.3596735257153405,1352.8321533203125
268,90.0,0.3578751580867638,1127.9718017578125
269,90.0,0.35608578229633,873.0831909179688
270,90.0,0.3543053533848483,1119.8746337890625
271,90.0,0.35253382661792404,1086.3935546875
272,90.0,0.3507711574848344,974.312744140625
273,90.0,0.34901730169741024,1283.4849853515625
274,-200.0,0.3472722151889232,1201.379150390625
275,90.0,0.3455358541129786,985.9522094726562
276,90.0,0.3438081748424137,1151.934326171875
277,90.0,0.3420891339682016,1121.8675537109375
278,90.0,0.3403786882983606,880.0809936523438
279,90.0,0.3386767948568688,997.7374877929688
280,90.0,0.33698341088258443,1113.7337646484375
281,90.0,0.3352984938281715,1321.7135009765625
282,90.0,0.33362200135903064,1281.7503662109375
283,90.0,0.33195389135223546,1022.7129516601562
284,90.0,0.3302941218954743,1075.863037109375
285,90.0,0.32864265128599696,679.1746826171875
286,90.0,0.326999438029567,1047.9609375
287,90.0,0.3253644408394192,955.6959228515625
288,90.0,0.3237376186352221,940.093505859375
289,90.0,0.322118930542046,1119.8662109375
290,90.0,0.32050833588933575,874.2532348632812
291,90.0,0.31890579420988907,873.1054077148438
292,90.0,0.3173112652388396,1014.7993774414062
293,90.0,0.3157247089126454,1206.97265625
294,90.0,0.3141460853680822,998.7061767578125
295,-200.0,0.3125753549412418,941.1455078125
296,90.0,0.31101247816653554,841.0892944335938
297,90.0,0.30945741577570285,857.9207153320312
298,90.0,0.3079101286968243,729.0008544921875
299,90.0,0.3063705780533402,749.8194580078125
300,-200.0,0.30483872516307353,1170.0645751953125
301,90.0,0.3033145315372582,862.1178588867188
302,90.0,0.3017979588795719,609.4828491210938
303,90.0,0.30028896908517405,823.7860107421875
304,90.0,0.2987875242397482,943.8821411132812
305,90.0,0.29729358661854943,650.5667114257812
306,90.0,0.29580711868545667,931.748779296875
307,90.0,0.2943280830920294,686.7960815429688
308,90.0,0.29285644267656924,871.474853515625
309,90.0,0.2913921604631864,1121.55126953125
310,90.0,0.28993519966087045,886.6981811523438
311,90.0,0.2884855236625661,755.58349609375
312,90.0,0.28704309604425327,796.4273681640625
313,90.0,0.285607880564032,622.3570556640625
314,90.0,0.28417984116121187,742.6495971679688
315,90.0,0.2827589419554058,980.6565551757812
316,90.0,0.28134514724562876,760.5381469726562
317,90.0,0.2799384215094006,559.3236694335938
318,90.0,0.27853872940185365,656.4234008789062
319,90.0,0.27714603575484437,757.7252197265625
320,90.0,0.2757603055760701,795.1072998046875
321,90.0,0.2743815040481898,405.8837890625
322,90.0,0.2730095965279488,704.8157958984375
323,90.0,0.27164454854530906,547.495361328125
324,-200.0,0.2702863258025825,702.2518310546875
325,90.0,0.2689348941735696,585.431640625
326,90.0,0.26759021970270175,552.6962890625
327,90.0,0.2662522686041882,537.9790649414062
328,90.0,0.2649210072611673,434.11724853515625
329,90.0,0.26359640222486147,659.04833984375
330,90.0,0.26227842021373715,723.3150024414062
331,90.0,0.2609670281126685,841.1348876953125
332,90.0,0.25966219297210513,484.0564270019531
333,-200.0,0.2583638820072446,605.3560180664062
334,90.0,0.2570720625972084,548.5730590820312
335,-200.0,0.25578670228422234,349.13232421875
336,90.0,0.25450776877280124,703.2681884765625
337,-200.0,0.2532352299289372,538.9606323242188
338,90.0,0.2519690537792925,520.9302978515625
339,90.0,0.2507092085103961,423.9508361816406
340,90.0,0.2494556624678441,720.3304443359375
341,90.0,0.24820838415550486,343.5314025878906
342,-200.0,0.24696734223472733,355.5466003417969
343,90.0,0.2457325055235537,497.8792724609375
344,-200.0,0.24450384299593592,458.143798828125
345,90.0,0.24328132378095624,557.3270263671875
346,-200.0,0.24206491716205145,538.328369140625
347,90.0,0.2408545925762412,437.05474853515625
348,90.0,0.23965031961336,504.1236572265625
349,90.0,0.2384520680152932,400.3824768066406
350,90.0,0.23725980767521673,478.6473388671875
351,90.0,0.23607350863684065,522.1548461914062
352,90.0,0.23489314109365644,667.6639404296875
353,90.0,0.23371867538818816,442.2818908691406
354,90.0,0.23255008201124722,439.86822509765625
355,90.0,0.231387331601191,367.85205078125
356,90.0,0.23023039494318503,395.50982666015625
357,90.0,0.2290792429684691,519.1643676757812
358,90.0,0.22793384675362674,365.0380859375
359,90.0,0.22679417751985861,391.4187927246094
360,-200.0,0.22566020663225933,223.0657501220703
361,90.0,0.22453190559909803,375.8634338378906
362,90.0,0.22340924607110255,354.4809875488281
363,90.0,0.22229219984074702,369.2068176269531
364,90.0,0.2211807388415433,180.4745635986328
365,90.0,0.22007483514733558,436.83880615234375
366,90.0,0.2189744609715989,219.83795166015625
367,90.0,0.2178795886667409,192.25767517089844
368,90.0,0.2167901907234072,326.49517822265625
369,-200.0,0.21570623976979014,244.75192260742188
370,90.0,0.21462770857094118,387.87603759765625
371,90.0,0.21355457002808648,328.9685974121094
372,90.0,0.21248679717794605,286.66162109375
373,-200.0,0.21142436319205632,222.68739318847656
374,90.0,0.21036724137609603,208.41424560546875
375,90.0,0.20931540516921554,207.93423461914062
376,90.0,0.20826882814336947,249.59097290039062
377,90.0,0.20722748400265262,297.055908203125
378,90.0,0.20619134658263935,172.16207885742188
379,90.0,0.20516038984972615,250.42654418945312
380,90.0,0.2041345879004775,179.14869689941406
381,90.0,0.2031139149609751,165.4032745361328
382,90.0,0.20209834538617025,148.34605407714844
383,90.0,0.2010878536592394,95.9896240234375
384,90.0,0.2000824143909432,252.1300048828125
385,90.0,0.19908200231898848,204.96044921875
386,90.0,0.19808659230739353,158.70994567871094
387,90.0,0.19709615934585656,76.81497955322266
388,90.0,0.19611067854912728,217.13388061523438
389,90.0,0.19513012515638165,125.0115966796875
390,90.0,0.19415447453059972,200.7664031982422
391,90.0,0.19318370215794672,180.85140991210938
392,90.0,0.192217783647157,175.27011108398438
393,90.0,0.1912566947289212,87.47671508789062
394,90.0,0.1903004112552766,258.25311279296875
395,90.0,0.18934890919900021,146.27841186523438
396,90.0,0.18840216465300522,210.00146484375
397,-200.0,0.18746015382974018,152.70899963378906
398,90.0,0.1865228530605915,92.66241455078125
399,90.0,0.18559023879528855,120.57874298095703
400,90.0,0.1846622876013121,152.20127868652344
401,90.0,0.18373897616330553,148.8468475341797
402,90.0,0.182820281282489,145.47720336914062
403,90.0,0.18190617987607657,179.7720184326172
404,90.0,0.18099664897669618,135.73825073242188
405,90.0,0.1800916657318127,170.5043182373047
406,90.0,0.17919120740315364,95.44756317138672
407,-200.0,0.17829525136613786,67.4345474243164
408,90.0,0.17740377510930716,131.61483764648438
409,90.0,0.17651675623376062,145.8992156982422
410,90.0,0.1756341724525918,130.0655059814453
411,90.0,0.17475600159032884,68.33502197265625
412,90.0,0.17388222158237718,88.84644317626953
413,90.0,0.1730128104744653,108.936279296875
414,90.0,0.17214774642209296,105.26737976074219
415,90.0,0.1712870076899825,120.05111694335938
416,90.0,0.17043057265153258,69.81100463867188
417,-200.0,0.16957841978827493,73.1732177734375
418,90.0,0.16873052768933355,111.96675872802734
419,-200.0,0.1678868750508869,129.09632873535156
420,90.0,0.16704744067563246,105.06085205078125
421,-200.0,0.1662122034722543,126.91061401367188
422,90.0,0.16538114245489302,101.88225555419922
423,90.0,0.16455423674261854,98.85123443603516
424,90.0,0.16373146555890544,96.31304168701172
425,90.0,0.16291280823111093,78.39186096191406
426,90.0,0.16209824418995536,60.72967529296875
427,90.0,0.16128775296900558,103.42807006835938
428,90.0,0.16048131420416054,89.36720275878906
429,90.0,0.15967890763313974,73.96842956542969
430,90.0,0.15888051309497406,75.49777221679688
431,90.0,0.1580861105294992,65.4453353881836
432,90.0,0.1572956799768517,84.0708236694336
433,90.0,0.15650920157696743,65.9090347290039
434,90.0,0.1557266555690826,95.75623321533203
435,90.0,0.1549480222912372,98.9541015625
436,90.0,0.15417328217978102,87.41419219970703
437,90.0,0.1534024157688821,57.1961784362793
438,90.0,0.1526354036900377,76.29273986816406
439,90.0,0.1518722266715875,86.23713684082031
440,90.0,0.15111286553822956,107.01953125
441,90.0,0.15035730121053842,46.65644454956055
442,90.0,0.14960551470448571,73.87909698486328
443,90.0,0.14885748713096328,73.03643035888672
444,90.0,0.14811319969530845,69.39803314208984
445,-200.0,0.1473726336968319,68.73616790771484
446,90.0,0.14663577052834775,74.1552963256836
447,-200.0,0.14590259167570602,61.27865982055664
448,90.0,0.1451730787173275,52.605220794677734
449,-200.0,0.14444721332374086,70.37806701660156
450,90.0,0.14372497725712216,62.71631622314453
451,90.0,0.14300635237083656,75.84548950195312
452,90.0,0.14229132060898236,93.50322723388672
453,90.0,0.14157986400593744,57.018157958984375
454,90.0,0.14087196468590776,55.038204193115234
455,90.0,0.14016760486247823,52.586856842041016
456,90.0,0.13946676683816583,44.36001205444336
457,90.0,0.138769433003975,64.42316436767578
458,90.0,0.13807558583895513,44.781349182128906
459,90.0,0.13738520790976036,45.766536712646484
460,90.0,0.13669828187021155,63.797569274902344
461,90.0,0.13601479046086049,63.309513092041016
462,90.0,0.1353347165085562,46.220191955566406
463,90.0,0.1346580429260134,61.866554260253906
464,90.0,0.13398475271138335,62.999488830566406
465,90.0,0.13331482894782642,55.824798583984375
466,90.0,0.13264825480308728,90.00616455078125
467,90.0,0.13198501352907185,72.47666931152344
468,-200.0,0.1313250884614265,65.78763580322266
469,90.0,0.13066846301911936,61.016746520996094
470,90.0,0.13001512070402377,62.105133056640625
471,90.0,0.12936504510050365,42.44872283935547
472,90.0,0.12871821987500112,43.133262634277344
473,90.0,0.12807462877562611,45.99127960205078
474,90.0,0.12743425563174798,52.82639694213867
475,90.0,0.12679708435358925,35.29438781738281
476,90.0,0.1261630989318213,47.275184631347656
477,90.0,0.1255322834371622,38.7791748046875
478,90.0,0.12490462201997637,28.665508270263672
479,-200.0,0.1242800989098765,33.915428161621094
480,90.0,0.12365869841532712,38.25802993774414
481,90.0,0.12304040492325048,44.5615119934082
482,90.0,0.12242520289863423,52.2491340637207
483,90.0,0.12181307688414106,45.37300491333008
484,90.0,0.12120401149972035,35.95079040527344
485,90.0,0.12059799144222175,38.37999725341797
486,90.0,0.11999500148501063,37.20720291137695
487,90.0,0.11939502647758558,43.21770477294922
488,90.0,0.11879805134519765,38.73080825805664
489,90.0,0.11820406108847166,38.56675338745117
490,-200.0,0.1176130407830293,39.783416748046875
491,90.0,0.11702497557911415,38.24708557128906
492,90.0,0.11643985070121858,34.22171401977539
493,90.0,0.11585765144771248,36.03097915649414
494,90.0,0.11527836319047392,42.700618743896484
495,90.0,0.11470197137452155,37.25163269042969
496,90.0,0.11412846151764894,41.15290069580078
497,90.0,0.1135578192100607,35.52054977416992
498,90.0,0.11299003011401039,49.58984375
499,-200.0,0.11242507996344034,41.82347869873047
500,-200.0,0.11186295456362313,26.96335792541504
501,90.0,0.11130363979080501,43.493892669677734
502,90.0,0.11074712159185099,43.552024841308594
503,90.0,0.11019338598389174,46.58738327026367
504,90.0,0.10964241905397228,51.47150421142578
505,90.0,0.10909420695870241,29.982990264892578
506,90.0,0.1085487359239089,40.16127014160156
507,90.0,0.10800599224428936,26.95424461364746
508,90.0,0.10746596228306791,38.82124710083008
509,90.0,0.10692863247165257,50.508575439453125
510,90.0,0.1063939893092943,41.71021270751953
511,90.0,0.10586201936274783,29.25285530090332
512,90.0,0.10533270926593409,33.12883758544922
513,90.0,0.10480604571960442,38.3526725769043
514,90.0,0.1042820154910064,41.328216552734375
515,90.0,0.10376060541355137,26.57849884033203
516,90.0,0.1032418023864836,30.864215850830078
517,90.0,0.10272559337455119,30.494064331054688
518,90.0,0.10221196540767843,32.658470153808594
519,90.0,0.10170090558064004,22.957542419433594
520,90.0,0.10119240105273684,37.29377365112305
521,90.0,0.10068643904747315,34.3916130065918
522,90.0,0.10018300685223579,32.053592681884766
523,90.0,0.0996820918179746,29.58949851989746
524,90.0,0.09918368135888474,34.92754364013672
525,90.0,0.09868776295209031,37.71868896484375
526,90.0,0.09819432413732986,37.74666213989258
527,90.0,0.09770335251664321,32.874671936035156
528,90.0,0.09721483575406,26.0137996673584
529,90.0,0.09672876157528969,35.7437858581543
530,90.0,0.09624511776741324,25.558622360229492
531,90.0,0.09576389217857617,30.42508316040039
532,90.0,0.09528507271768329,19.429244995117188
533,90.0,0.09480864735409487,32.03069305419922
534,90.0,0.0943346041173244,42.813785552978516
535,90.0,0.09386293109673778,32.13555908203125
536,90.0,0.09339361644125409,27.514076232910156
537,90.0,0.09292664835904782,29.85329818725586
538,90.0,0.09246201511725258,23.608325958251953
539,90.0,0.09199970504166631,41.87359619140625
540,90.0,0.09153970651645797,22.04680824279785
541,90.0,0.09108200798387568,30.075353622436523
542,90.0,0.0906265979439563,28.086660385131836
543,90.0,0.09017346495423652,25.243736267089844
544,90.0,0.08972259762946533,23.287446975708008
545,90.0,0.089273984641318,33.3963737487793
546,90.0,0.0888276147181114,42.06950759887695
547,90.0,0.08838347664452084,18.4771785736084
548,90.0,0.08794155926129824,16.276180267333984
549,90.0,0.08750185146499175,38.440826416015625
550,90.0,0.08706434220766679,39.72853469848633
551,90.0,0.08662902049662846,28.709552764892578
552,90.0,0.08619587539414532,35.66786575317383
553,90.0,0.08576489601717459,24.27711296081543
554,90.0,0.08533607153708872,22.112977981567383
555,90.0,0.08490939117940327,37.4462890625
556,90.0,0.08448484422350626,33.139915466308594
557,90.0,0.08406242000238873,30.192419052124023
558,90.0,0.08364210790237678,28.975608825683594
559,90.0,0.0832238973628649,20.94845962524414
560,90.0,0.08280777787605056,24.24050521850586
561,90.0,0.08239373898667031,30.142879486083984
562,90.0,0.08198177029173696,21.545528411865234
563,90.0,0.08157186144027828,37.572532653808594
564,90.0,0.0811640021330769,32.155277252197266
565,90.0,0.08075818212241151,24.016998291015625
566,90.0,0.08035439121179945,27.504377365112305
567,-200.0,0.07995261925574046,20.476470947265625
568,90.0,0.07955285615946175,28.226892471313477
569,90.0,0.07915509187866444,21.18504524230957
570,90.0,0.07875931641927113,26.88186264038086
571,90.0,0.07836551983717477,27.141830444335938
572,90.0,0.07797369223798889,35.5802001953125
573,90.0,0.07758382377679894,30.31757164001465
574,90.0,0.07719590465791494,27.392807006835938
575,90.0,0.07680992513462537,15.1201171875
576,90.0,0.07642587550895225,24.361440658569336
577,90.0,0.07604374613140748,27.066722869873047
578,90.0,0.07566352740075044,39.022911071777344
579,90.0,0.07528520976374668,19.595874786376953
580,90.0,0.07490878371492794,24.04825782775879
581,90.0,0.0745342397963533,30.31047821044922
582,90.0,0.07416156859737154,24.816356658935547
583,90.0,0.07379076075438468,23.467618942260742
584,90.0,0.07342180695061275,20.626821517944336
585,90.0,0.07305469791585968,11.84636402130127
586,-200.0,0.07268942442628039,20.247051239013672
587,90.0,0.07232597730414898,28.272384643554688
588,90.0,0.07196434741762824,23.454296112060547
589,90.0,0.0716045256805401,14.963479995727539
590,90.0,0.0712465030521374,17.58898162841797
591,90.0,0.0708902705368767,29.99431610107422
592,-200.0,0.07053581918419231,19.676687240600586
593,-200.0,0.07018314008827135,22.27328872680664
594,90.0,0.06983222438783,21.155960083007812
595,90.0,0.06948306326589085,21.716554641723633
596,90.0,0.0691356479495614,18.54336929321289
597,90.0,0.06878996970981359,22.38738441467285
598,90.0,0.06844601986126451,26.647842407226562
599,90.0,0.06810378976195819,24.400110244750977
600,90.0,0.0677632708131484,17.394927978515625
601,90.0,0.06742445445908266,21.227460861206055
602,90.0,0.06708733218678724,22.55339241027832
603,90.0,0.0667518955258533,25.662607192993164
604,90.0,0.06641813604822402,27.115402221679688
605,90.0,0.0660860453679829,21.02005958557129
606,90.0,0.06575561514114299,22.420089721679688
607,90.0,0.06542683706543727,24.620601654052734
608,90.0,0.06509970288011008,22.848257064819336
609,90.0,0.06477420436570952,16.931819915771484
610,90.0,0.06445033334388098,22.116905212402344
611,90.0,0.06412808167716157,19.981842041015625
612,90.0,0.06380744126877576,16.835805892944336
613,90.0,0.06348840406243188,17.375638961791992
614,90.0,0.06317096204211972,14.699535369873047
615,90.0,0.06285510723190912,15.604856491088867
616,90.0,0.06254083169574957,19.42186737060547
617,-200.0,0.062228127537270826,17.89154815673828
618,90.0,0.06191698689958447,18.592662811279297
619,90.0,0.061607401965086545,18.796310424804688
620,90.0,0.06129936495526111,18.70184326171875
621,90.0,0.0609928681304848,22.441499710083008
622,90.0,0.060687903789832374,16.92100715637207
623,90.0,0.06038446427088321,15.372013092041016
624,90.0,0.06008254194952879,20.30477523803711
625,90.0,0.05978212923978115,16.013317108154297
626,90.0,0.05948321859358224,19.5297794342041
627,90.0,0.05918580250061433,16.655216217041016
628,90.0,0.058889873488111255,19.926593780517578
